,微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,原始图片url,发布时间,发布工具,点赞数,转发数,评论数,发布位置,,
1976,JwKCcBq7V,辣椒军事,男,北京,96,1230609,辣椒军事:美国公共卫生专家：没有吸取中国经验是白宫抗疫最大失败。#俄罗斯将开始大规模接种新冠疫苗##法国前总统德斯坦感染新冠去世# 广东共青团的微博视频 ,无,2020/12/3 14:34,微博发布平台专业版,1,0,0,无,"新冠,法国,没有,公共卫生,专家",
1977,JwKCcBpxz,新浪军事,男,北京,929,23741285,新浪军事:美国公共卫生专家：没有吸取中国经验是白宫抗疫最大失败。#俄罗斯将开始大规模接种新冠疫苗##法国前总统德斯坦感染新冠去世# 广东共青团的微博视频 ,无,2020/12/3 14:34,微博发布平台专业版,92,14,19,无,"新冠,法国,没有,专家,接种",
1978,JwKCVi1Tu,蔡老兄,男,北京,1931,89273,蔡老兄:#财经头条文章[超话]##小自留地##2020最后1个月##投资# 中国五款进入三期临床的新冠疫苗，分别是：国药集团下属武汉生物研究所的灭活疫苗；国药集团下属北京生物研究所的灭活疫苗；军科院联合康希诺公司研发的腺病毒载体疫苗；安徽智飞龙科马生物制药有限公司的重组蛋白疫苗；北京科兴中维生物技术有限公司的灭活疫苗。 [组图共3张] 原图 ,无,2020/12/3 14:36,财经头条文章超话,6,1,6,无,"疫苗,活疫苗,北京,生物,有限公司",
1979,JwKIWs6UN,牵手手Tt,女,福建,5,12,牵手手Tt:#俄罗斯将开始大规模接种新冠疫苗# 那中国什么时候呢 ,无,2020/12/3 14:51,荣耀V10 我AI的快,1,0,0,无,"疫苗,接种,开始,新冠,中国",
1980,JwKLSbV2R,试管顾问Tom,男,海外,70,76491,试管顾问Tom:#俄罗斯将开始大规模接种新冠疫苗# 中国什么时候开始接种疫苗，想安安心心过个年 武汉·武汉国际广场 显示地图 ,#俄罗斯将开始大规模接种新冠疫苗#,2020/12/3 14:58,iPhone客户端,1,0,0,无,"接种,开始,武汉,疫苗,广场",
1981,JwLcDpiAv,环球老虎财经,女,上海,324,205323,环球老虎财经:#A股# 主力净流入行业板块前五：医药，创新药，医疗器械，疫苗，PD-1抑制剂；主力净流入概念板块前五：新冠病毒防治，新冠疫苗，新冠检测，健康中国，数字乡村农村电商；主力净流入个股前十：大北农、东方财富、恒瑞医药、比亚迪、复星医药、通富微电、江淮汽车、郑州银行、沃森生物、长春高新。#资金# 原图 ,无,2020/12/3 16:04,微博 weibo.com,1,0,0,无,"新冠,主力,净流入,板块,生物",
1982,JwLdbn6cW,Bin_Frankie奋斗的青春,男,河南,254,2801,Bin_Frankie奋斗的青春:发布了头条文章：《英国官方宣布全球第一个获批的新冠疫苗来了 中国生物科技行业喜迎狂》 英国官方宣布全球第一个获批的新冠疫苗来了 中国生物科技行业喜迎狂 ,无,2020/12/3 16:05,微博 weibo.com,1,0,0,无,"获批,英国,全球,官方,中国",
1983,JwLgMa8N5,辣叶摧秋,男,浙江,1833,240653,辣叶摧秋:#俄罗斯将开始大规模接种新冠疫苗# 据俄罗斯媒体2日报道，俄罗斯总统普京当天指示下周开始大规模接种新冠疫苗，接种将从“风险最高的两个人群——医生和教师”开始。普京2日表示，未来几天，俄罗斯会生产200多万剂新冠疫苗。#辣叶记事# 此前，中国疫苗、欧洲疫苗、美国疫苗都已经陆续公布接种计划。问题来了，这么多的疫苗，你觉得哪一款最值得信赖？ ,无,2020/12/3 16:14,秋天的尾巴Android,80,0,4,无,"疫苗,接种,开始,俄罗斯,普京",
1984,JwLhbh7lI,掘地逢升,男,广东,15,244,掘地逢升:#俄罗斯将开始大规模接种新冠疫苗# 昨天晚上开始，好多俄罗斯客户通过微信加我，估计是来中国的途径被封死了，只能通过网络平台订货，但是可怕的俄语我是完全不懂啊，一脸懵逼，最无奈的是我都很几年不做服装了，只能推送给娃他娘，希望外贸环境早日好转 原图 ,无,2020/12/3 16:15,微博国际版,3,0,2,无,"只能,开始,环境,俄罗斯,好转",
1985,JwLjXzv31,第一财经日报,男,上海,1956,20820436,第一财经日报:【#全球首款新冠核酸疫苗离我们有多近#】12月2日，复星医药全球合作伙伴德国BioNTech宣布mRNA新冠核酸疫苗BNT162b2在英国获得紧急使用授权，将从下周开始在全英国投入使用。这支全球首款mRNA新冠核酸疫苗在国内被称为#复星新冠疫苗#，凝聚着中国科研智慧和全球优秀医药企业创新能力，目前正由复星医药在推进国内II期临床试验，在加速推动该疫苗在中国上市。 [组图共2张] 原图 ,无,2020/12/3 16:22,微博 weibo.com,9,2,1,无,"疫苗,全球,新冠,核酸,英国",
1986,JwLm9sTbg,西城掌柜,男,北京,350,3458,西城掌柜:12月3日资金流向： 主力净流入行业板块前五：医药，创新药，医疗器械，疫苗，PD-1抑制剂； 主力净流入概念板块前五：新冠病毒防治，新冠疫苗，新冠检测，健康中国，数字乡村农村电商； 主力净流入个股前十：大北农、东方财富、恒瑞医药、比亚迪、复星医药、通富微电、江淮汽车、郑州银行、沃森生物、长春高新。 ,无,2020/12/3 16:27,微博 weibo.com,3,0,0,无,"新冠,主力,净流入,板块,生物",
1987,JwLpw50WZ,山东辟谣,女,山东,231,21075,山东辟谣:#山东辟谣##微博辟谣#【寒冬已至，一起来打疫情谣言“预防针”】2020年，已经快走到终点，但新冠肺炎疫情，却没画上句号。局部疫情仍不时出现，随之而起的，还有一则则传言：“可在朋友圈购买新冠肺炎疫苗”“银离子抗菌液能杀灭新冠病毒”“中国新冠肺炎疫苗定价高”……这些传言究竟是真是假？戳链接→ ,无,2020/12/3 16:36,微博 weibo.com,1,6,0,无,"新冠,疫情,肺炎,疫苗,还有",
1988,JwLrRrL3V,开盘叮叮,男,上海,26,3806,开盘叮叮:发布了头条文章：《历史性时刻：英国下周全民注射新冠疫苗！中国落后了吗？》 #全球疫情# 历史性时刻：英国下周全民注射新冠疫苗！中国落后了吗？ ,无,2020/12/3 16:41,微博 weibo.com,2,0,0,无,"历史性,英国,时刻,全民,注射",
1989,JwLv2gP2U,东方财富网,男,上海,1793,2524606,东方财富网:【一条消息引爆疫苗股！】12月3日，中国科学院微生物研究所发布消息称，11月18日，该所与智飞生物联合研制的新冠病毒重组蛋白亚单位疫苗将在18周岁及以上人群中开展，采取随机、双盲、安慰剂对照的国际多中心临床试验，计划在全球招募29000人。一条消息引爆疫苗股！ ,无,2020/12/3 16:49,微博 weibo.com,25,6,0,无,"消息,疫苗,采取,计划,临床试验",
1990,JwLy82iGc,烟雨楼百年孤独,男,浙江,2834,450128,烟雨楼百年孤独:【一条消息引爆疫苗股！】12月3日，中国科学院微生物研究所发布消息称，11月18日，该所与智飞生物联合研制的新冠病毒重组蛋白亚单位疫苗将在18周岁及以上人群中开展，采取随机、双盲、安慰剂对照的国际多中心临床试验，计划在全球招募29000人。一条消息引爆疫苗股！ ,无,2020/12/3 16:57,iPhone 12 Pro Max,2,0,0,无,"采取,疫苗,消息,计划,临床试验",
1991,JwLzdrKzd,中俄头条,男,北京,649,373047,中俄头条:#中俄头条# 【俄罗斯居民可参加中国腺病毒载体新冠疫苗III期临床试验】“俄罗斯新冠疫苗试验”网站（covidtrialrussia）面向俄罗斯14个地区招募中国新冠疫苗Ad5-nCov临床试验的志愿受试者。Ad5-nCov是中国康希诺生物股份公司、北京生物技术研究所、军事医学科学院共同研制的重组新冠疫苗，使用Ad5腺病毒载体。康希诺生物的这款新冠疫苗早在2020年3月就已启动临床试验，是全球首款进入临床研究阶段的新冠候选疫苗。I期（108名受试者）、II期（508名受试者）临床试验顺利完成，有关免疫原性和安全性的数据发表在世界权威医学期刊《柳叶刀》上。新冠疫苗Ad5-nCov今年6月底获批在中国军队内部使用，8月11日获得专利权。（来源：俄罗斯卫星通讯社）#俄罗斯将开始大规模接种新冠疫苗# 原图 ,无,2020/12/3 17:00,微博 weibo.com,2,3,1,无,"新冠,疫苗,临床试验,中国,俄罗斯",
1992,JwLQdag4D,红十字国际委员会,男,北京,409,628545,红十字国际委员会:【“新冠疫苗应是每个人的疫苗”】“面对大范围的流行病，只有人人都安全，才能确保所有人都安全；今天，稀缺药品和防护用品的分配可能引发暴力冲突；明天，任何新冠疫苗的不公平分配都会破坏社区稳定。”本周，红十字国际委员会主席中国事务个人特使、东亚地区代表处主任白良先生在国际军事医学委员会北京军事医学会议上发表主旨演讲，呼吁新冠肺炎疫苗的使用应确保覆盖所有受冲突与暴力影响的民众。白良强调，“一旦有了疫苗，公平分配至关重要。 红十字与红新月运动已经与联合国发出共同呼吁，确保新冠疫苗是‘人民的疫苗’，没有人被遗漏。” 原图 ,无,2020/12/3 17:41,HUAWEI P20 Pro,5,3,2,无,"疫苗,分配,新冠,确保,呼吁",
1993,JwLXp33Zo,国是直通车,女,北京,509,2307736,国是直通车:#国是论坛#【中国研发新冠病毒重组蛋白亚单位疫苗启动Ⅲ期临床试验】记者3日从中国科学院微生物研究所获悉，该所与重庆智飞生物制品股份有限公司联合研制的新冠病毒重组蛋白亚单位疫苗，在完成Ⅰ/Ⅱ期临床试验基础上，近日已启动III期临床试验准备工作。新冠病毒重组蛋白亚单位疫苗III期临床试验将在18周岁及以上人群中开展，采取随机、双盲、安慰剂对照的国际多中心临床试验，全球共计划招募2.9万人。目前，中科院微生物所和智飞生物正积极推动该疫苗在乌兹别克斯坦、印度尼西亚、巴基斯坦、厄瓜多尔的III期临床试验。#关注新冠肺炎#（中新社记者 孙自法） 原图 ,无,2020/12/3 17:59,Android,3,2,0,无,"临床试验,新冠,疫苗,重组,病毒",
1994,JwM4Ut4Ig,人民日报海外版-海外网,男,北京,267,4623560,人民日报海外版-海外网:【#土耳其宣布本月开始接种中国新冠疫苗# 将分四阶段进行】土耳其卫生部长周三（2日）宣布了一项疫苗接种计划，以应对新冠病毒大流行。该计划将从本月晚些时候，安排国民接种中国新冠疫苗。据美联社消息，土耳其卫生部长科卡（Fahrettin Koca）此前已宣布与中国生物制药公司科兴达成协议，购买5000万剂新冠疫苗，应对该国新冠疫情。科卡在2日晚些时候的一份声明中说，第一批灭活疫苗将在12月11日之后运抵土耳其。科卡表示，如果事态发展如所预期的那样积极，土耳其将成为世界上最早在早期阶段开始接种疫苗的国家之一。 原图 ,无,2020/12/3 18:18,微博 weibo.com,67,23,17,无,"新冠,疫苗,接种,土耳其,中国",
1995,JwM58CV4A,每日经济新闻,男,上海,728,47203232,每日经济新闻:【#土耳其本月开始接种中国新冠疫苗#】土耳其卫生部长周三（2日）宣布了一项疫苗接种计划，以应对新冠病毒大流行。该计划将从本月晚些时候，安排国民接种中国新冠疫苗。据美联社消息，土耳其卫生部长科卡（Fahrettin Koca）此前已宣布与中国生物制药公司科兴达成协议，购买5000万剂新冠疫苗，应对该国新冠疫情。科卡在2日晚些时候的一份声明中说，第一批灭活疫苗将在12月11日之后运抵土耳其。科卡表示，如果事态发展如所预期的那样积极，土耳其将成为世界上最早在早期阶段开始接种疫苗的国家之一。科卡介绍称，疫苗接种工作将分四个阶段进行。第一阶段包括医护人员、65岁以上的公民以及住在老年人之家、残疾人或其他防护之家的人。接下来将是基本劳动者和50岁以上且患有至少一种慢性病的人。第三阶段，将对50岁以下至少患有一种慢性病的人、年轻人和其他工人进行疫苗接种。最后一个阶段将针对其余人口。（海外网；ZY） 原图 ,无,2020/12/3 18:18,微博 weibo.com,41,8,12,无,"疫苗,接种,新冠,土耳其,中国",
1996,JwM656fRt,微博财经7X24小时,男,北京,41,128395,微博财经7X24小时:【土耳其宣布本月开始接种中国新冠疫苗 将分四阶段进行】土耳其卫生部长周三（2日）宣布了一项疫苗接种计划，以应对新冠病毒大流行。该计划将从本月晚些时候，安排国民接种中国新冠疫苗。据美联社消息，土耳其卫生部长科卡此前已宣布与中国生物制药公司科兴达成协议，购买5000万剂新冠疫苗，应对该国新冠疫情。科卡在2日晚些时候的一份声明中说，第一批灭活疫苗将在12月11日之后运抵土耳其。科卡表示，如果事态发展如所预期的那样积极，土耳其将成为世界上最早在早期阶段开始接种疫苗的国家之一。（海外网） ,无,2020/12/3 18:21,微博股票,1,0,0,无,"疫苗,新冠,接种,土耳其,中国",
1997,JwM9Lxe2b,凤凰网科技,男,北京,1161,3466989,凤凰网科技:【#土耳其宣布本月开始接种中国新冠疫苗# 将分四阶段进行】土耳其卫生部长周三（2日）宣布了一项疫苗接种计划，以应对新冠病毒大流行。该计划将从本月晚些时候，安排国民接种中国新冠疫苗。据美联社消息，土耳其卫生部长科卡（Fahrettin Koca）此前已宣布与中国生物制药公司科兴达成协议，购买5000万剂新冠疫苗，应对该国新冠疫情。 原图 ,无,2020/12/3 18:30,微博 weibo.com,21,2,14,无,"新冠,疫苗,接种,中国,土耳其",
