

























注射液,溶血,生产,含量,参麦
溶血,注射液,血塞通,加入,鞣质
蟾蜍,研究,蟾酥,应用,临床
牛蒡,根际,镰刀,土壤,进行
























吸附,富集,方法,材料,半胱氨酸











技术,医疗,废弃物,进行,文章


































模型,反演,波段,特征,精度




















吸收,当归,川芎,影响,质量
图谱,指纹,提取物,相似,中药



距离,误差,相位,回波,分析






















反应,裂解,氢气,机理,生成




检测器,噪声,相关,广义,检测
处理器,局部,共振,实际,给出
处理器,噪声,局部,性能,输出
输入,增益,输出,系统,噪声
性能,算法,攻击,加性,数字图像
水印,音频,系数,检测器,信息
水印,信号,算法,噪声,进行































合成,化合物,得到,提供,目标

氧化,反应,环氧,化合物,收率
























稳定性,模型,跟驰,降低,车流










































































基因,细菌,合成,菌株,突变

调控,基因,菌株,发现,突变
菌株,合成,基因,诱导,表达

车间,生产,温湿度,系统,液晶显示
表面,理论,发展,计算方法,工业




















血管,重塑,变化,失重,表达










































修复,患者,治疗,随访,支架

支架,远端,夹层,损伤,治疗
颈动脉,发生,患者,支架,动脉

动脉,主动脉,患者,处理,锁骨





















































导管,遗传学,级别,变化,典型


转染,表达,细胞,凋亡,乳腺癌




细胞,表达,转染,目的,重组













































黄素,细胞,诱导,作用,分化









生长,停顿,界面,强度,质量









小麦,分析,组合,亲本,品种
载体,表达,基础,基因工程,基因
研究,植物,应用,技术,得到
基因组,引物,关系,小麦,通用性










缓释,胶囊,盐酸,释放,进行
残留,溶剂,测定,盐酸,顶空
胆汁酸,血浆,建立,检测,样品
制剂,萘芬片,盐酸,生物,进行
杂质,技术,进行,联用,分析
方法,残留,牛奶,酸化,表明
联合,罗齐,应用,吉非,大鼠
研究,胆酸,类物质,物质基础,代用品
脂质体,分布,组织,大鼠,含量


















































































































核桃,大豆,方向,间作,系统
群体,冠层,苹果树,进行,果树
养分,分数,质量,土壤,复合
流域,合理,林地,体系,配置
树种,土壤水分,树木,生长,试验
冰草,沙棘,典型,蒸腾速率,地区
果树,复合,农作物,蒸腾速率,速率
间作,系统,苹果,分布,土壤水分









































突变体,基因,突变,品种,发育

基因,豆科,基因组,器官,花瓣
大豆,花瓣,采集,蛋白质,花型










































土壤,大气,特征,上升,高山








硫化,机械,化学,技术,产物







































































































蚕丝,液体,离子,再生,蛋白







































































光谱,手性,配体,芳香,双膦




故障,风电,电网,机组,装置









































计算机,具有,装置,实验教学,模块化

反应,氧基,收率,进行,催化剂






符号,方法,优化,功率,分配































磁铁,进行,测量,磁场,超导





包膜,尿素,效应,肥料,具有
污泥,施用,含量,苏丹,滩涂
土壤,大气,深度,增加,浓度
菌株,活性,提取物,进行,药物





































气候变化,减缓,经济,社会,中国


患者,基因,肺癌,扩增,研究
材料,寿命,空位,少子,载流子















































蛋白,抗体,细胞,小鼠,进行

教学模式,课程,教学,医学,学习

















大鼠,脑缺血,作用,蛋白,神经细胞





























森林,分布图,植被,结构,特点































急性,肺栓塞,蛋白,血清,水平

肺栓塞,表达,大鼠,急性,组织
急性,肺栓塞,儿茶酚胺,大鼠,水平











变化,土地利用,发展,面积,国家





发酵,种龄,体系,菌株,脂肪酸
胆红素,氧化酶,底物,证实,条带
方法,测定,色谱,异黄酮,结果

















































断裂,换热,通道,流柱,流动
数据库,心电,数据,研究,调查




























































滨海,发展,研究,山东半岛,空间
甲肝,城区,发病率,方法,中心

生成,离子,方法,控制,增加
离子,效应,活度,悬液,棕壤
阳离子,悬液,红壤,场强,解离
表土,磁化率,降尘,含量,土壤
麦秸,发酵,含量,废水,奶牛场
氮素,厌氧发酵,影响,纤维素,稻秸
条件,宣城市,种植,潜力,特色
土壤,棕壤,带电,研究,粘粒
母质,宣城,土壤,河流,地区
反应,吸附,增加,扩散,能量








功能,影响,证明,基因,靶向
能力,变异,分离,龋性,临床
变异,链球菌,分离,临床,鉴定
筛选,分离,临床,变形,链球菌





患者,发病,年龄,白质,研究
粒子,纤维,杂化,具有,纺丝





































植物,放牧,添加,草甸,生长










方法,合成,试剂,绿色,羰基化


方法,日用化工,领域,提取,饮料


















乳脂,产奶量,饱和度,脂肪酸,奶牛
牛奶,芽孢,产奶量,奶牛,杆菌
质粒,表达,基因,铁蛋白,载体


太湖,生物资源,保护,恢复,渔业资源


稻蝗,处理,含量,浓度,活性







催化剂,X射线,活性剂,分枝,副产物


























电压,互感器,雷电,绕组,中性点


































再生,脱硫,表面,制备,硫磺

















鞭金,共培养,死亡,系统,研究
如东,漂浮,海域,序列,青岛
甲藻,演化,进化树,评估,序列
养殖,绿潮,如东,序列,河道
绿潮,类群,样品,漂浮,如东




藻体,海水,密度,暴发,培养










天麻,种群,序列,测定,运用
























控制算法,结构,滑模,表面,实验

系统可靠性,提高,机床,系统,设计














速率,放氧,呼吸,指标,漂浮


















含量,总体,呈现,游离,下降
样品,多态性,黄金,基因组,条带



叶片,红砂,特征,影响,含量
叶片,含量,红砂,变化,荒漠
演替,过程,植被,群落,组成
栓塞,注射,方法,远距离,术者
物种,演替,生产力,时间,过程































































太阳能,集热器,热效率,参数,强度




















南极,海潮,冰架,研究,运动




结构,制备,梭形,分析表明,煅烧












数据,查询,观测,星表,能够

东北地区,盆地,具有,地块,新生代
三角洲,厚度,碳酸盐岩,基础,比图
原油,运移,乌南,方向,氮化合物
东北地区,发育,地层,绿片,区域




根系,灌水,大豆,处理,面积
灌浆,模式,籽粒,速率,表现
栽培,高产,转运,积累,物质

模式,乳熟期,吐丝,层位,栽培
模式,根系,活力,表现,差异
资源,遗传,性状,粒重,进行





病毒,贵州,活性,细胞,作用














课程,定位,设计,包括,知识
反应,盐酸,用量,压力,加量
整体,反应器,反应,催化剂,搅拌
组分,活性,陶瓷,载体,整体







案例,课程,重点,数据结构,激发

































































自由基,提取物,植物,复合,烟气
序列,基因,简并,花碱,测序
抗性,霜霉病,黄瓜,驯化,混合物
抗性,黄瓜,霜霉病,敏感性,方法

超声,分割,图象,结果,边界
进行,改变,组织学,患者,组织












载畜量,草地,预测,实际,进行






草地,生态,评价,提出,风险
草地,分类,草原,顺序,综合
模型,粗糙集,经典,隶属,精度
信息系统,约简,协调,目标,关系
信息系统,了下,约简,协调,目标
粒度,描述,表示,划分,系统
协调,分布,目标,信息系统,关系
信息系统,部分,约简,协调,目标
信息系统,属性,知识,算法,结果显示
覆盖,粗糙集,广义,得到,对偶
约简,矩阵,信息系统,算法,分布
信息系统,不确定性,集值,工具,研究
教育,经济体制,实现,办学,提高















生物,原料,制造,技术,协作组



































位移,驱动器,压电,设计,工作
驱动器,惯性,压电,激励,采用
机构,放大,应用,铰链,样机
工作,特性,进行,实验,结果
实验,正弦,信号,工作,进行
算法,运动,估计,伺服,视觉
压电,阀片,输出,振子,能力
输出,压电,腔体,性能,流量
压电,激励,负载,振子,脉冲
补偿,能量,进行,得出,补偿法











轻质,掺量,颗粒,龄期,强度
颗粒,疏浚,堆场,分选,进行
稳定性,围堰,堆场,淤泥,疏浚
处理,含水量,淤泥,生石灰,工程



流量,电阻,气体,传感器,薄膜





企业,政府,管制,负担,增长
基金,投资,行为,价值,市场
基金,压力,价格,投资,退出
企业,规模,投入,小企业,投资
效应,公司,货币政策,影响,投资
效率,信贷,投资者,情绪,企业
干预,政府,现金,地方,企业
投资者,情绪,市场,层面,信贷
耻感,企业,教育,机制,伦理


优化,操作,利用,过程,生产




脱附,水蒸气,扩散系数,吸附,温度
聚阴离子,电解质,酯化,进行,影响















策略,系统,实现,技术,性能





污水,生活,水质,实际,模拟



胚乳,活性,表达,蛋白,报告基因
提取液,油脂,植物,蛋白,物质
小鼠,生长,新生,检测,病理


















离子,液体,进行,双水,产物
数据,实验,热计,体系,测定




传感器,合成,氧化,采用,循环





区域,城市,规模,中心,发展
城镇化,区域,完善,建设,作为

网络,航空,城市,城际,空间

中国,综合,评价,核心,地理学
交通,发展,地区,京津冀,中心





试样,进入,电导率,测试,因子













高程,分析,视域,计算,地形
巡线,多角度,线路,距离,实验





晶状体,超声,需要,虹膜,眼压




材料,防护,辐射,进行,衰减系数
复合材料,氧化,三铁,用于,磁场
















水平,表达,患者,定量,活动性

狼疮,肾炎,患者,频率,基因
患者,标准,分类,阳性,实验室





临床,急进,分析,回归,皮肌炎
絮凝,壳聚糖,絮凝剂,性能,材料

絮凝,絮凝剂,接枝,使用,效果




表达,临床,食管,转移,分期
气管,组织学,黏膜,支架,电镜
表达,研究,肺癌,组织,分级


成像,检测,技术,相干,光学





学业,因素,分析,维度,量表
评价,大学生,教育,践行,接触
职业,量表,认同感,效度,分析
大学生,活动,辅导,技巧,中度
意义,拥有,生命,学习成绩,学习动机
意识,对照组,大学生,表现,出与
教师职业,认同,职业,结构,研究
教师,教师职业,学校,影响,职业
家庭,冲突,工作,分析表明,教师
效度,因子,意义,模型,分析


烟叶,物质,含量,致香,种植













免疫,营养,乳剂,临床,增强型

多糖,提取,荔枝,食用,微波
苦瓜,氧化酶,光度法,活性,底物






基因,调控,肿瘤,转录,研究




























创新,建筑行业,能源,成为,气候变化
外窗,建筑,研究,产品,课题
主应力,储层,渗透率,压力,地应力

有机酸,洗脱,阴离子,淋洗,建立



胆石病,遗传,检查,特点,发病
因素,管内,支架,年龄,方法
胆固醇,表达,肝脏,胆囊,基因
相关,职能,影响,生命,质量
胰腺炎,患者,治疗,急性,重症
大鼠,功能,病理,器官,肾脏







肝脏,肝肾,肾脏,组织,水平










表达,检测,纯化,重组,方法














预测,分解,模型,模式,相关
信道,频段,特性,无线,测量
接收机,取样率,系统,数字,特性



水焦浆,稳定性,特性,添加剂,流变
磁选,铁矿石,焙烧,品位,运用



































检测,实验,方式,工作,建立

增加,晶角,方向,认为,使用
破损,检测,发射,铣刀,技术
进行,信号,引入,破损,建立
压痕,阐述,系统,组成,方面
定位,微动,补偿,工作台,性能
刀具,碰撞,检验,干涉,表面






材料,高容量,基合金,进行,研究
容量,颗粒,合金,生成,可逆
制备,结晶,工艺,控制,球形

吸收,离子,液体,条件,再生







信号,变换,局放,时频,信息

真菌,进行,分离,酵母菌,假丝


动脉,糖尿病,血液,透析,患者

填料,障碍,问题,施胶,改善
具有,应用,改性,造纸,体系
漂白,高温,发展,包括,有机溶剂
技术,生产,方法,造纸,包括
悬浮液,填料,改性,溶液,稀释
技术,加填,开发,研究,进行
功能,技术,特种,纳米技术,包括
单壁,干扰,修饰,结合,表面


































胶囊,小肠,内镜,诊断,疾病
食管,损伤,程度,暴露,幅度











效率,环境,约束,改善,环境污染
技术,学习,知识,获得,产品
居民,储蓄,启动,经济,储蓄存款
投入,企业,国际,进行,测度
利率,进行,引导,金融,带来
城建,资金,渠道,大量,举借
强度,投入,国家,水平,增长
科技,效率,创新,地区,增长
技术,差异,地区,生产率,研究
效率,因素,差异,强度,存在
企业,高新技术,创新,发展,市场经济





电极,响应,技术,选择性,电位
方法,提取,渗透,凝胶,色谱
电极,玻碳,修饰,品红,产生
二极管,检测器,食品,检测,表面
















结构,陶瓷,电磁波,设计,发现
铁电性,温度,电场,陶瓷,特征



功能,相关,检测,细胞株,基因
文秘,岗位,工作,护理,设置
结构,存在,X射线,尖晶石,衍射
肝细胞,构建,载体,目的,病毒基因
化合物,合成,单斜晶系,对应,晶体
诊断学,影像,进行,医学影像,需要





























分离,活性部位,青龙,树脂,化合物















柑橘,鲜食,生产,加工,区划












方法,检测,结果,显色剂,菌株
硝化,研究,芽孢,杆菌,具有
养殖,鲟鱼,经济,细菌性,生长
免疫,气溶素,蛋白,水平,单胞菌
剂量,组织,比例,反应,关系
药物,基因,表达,肠道,血浆
病原菌,浓度,高铁,消毒剂,抑菌
































磁性,矿物,样品,新疆地区,含量
组合,风蚀,风沙,活动,民勤
活动,风沙,日数,变化,因子

矿物,磁性,地层,磁化率,磁学
防护林,效益,评价,结构,防护
羽毛状,形成,研究,倾斜,阿尔金山
降尘,黄土高原,分布,流失,距离
季节,天气,变化,风速,分布
磁性,矿物,表土,含量,样品
磁性,表土,含量,变化,矿物


列车,网间,影响,电弓,受流



幅值,线性,系统,解析,回复





















































环境影响,阶段,生命周期,处置,包装
环境影响,生命周期,潜值,阶段,包装
絮凝,效果,絮凝剂,复合,处理
填料,去除,启动,稳定性,时间
评价,包装,环境,影响,合理性
环境影响,发电量,处置,焚烧,热值
矿石,矿物,新桥,电位,尾矿
阶段,包装,复合,纸塑,处置
处理,试验,条件,浊度,工况
絮凝剂,性能,无机,有机,废水



















照射,治疗,粒细胞,造血,动物
脉冲,参数,设计,优化,发动机
照射,小鼠,对照组,集落,造血



























氧化锌,生长,矿化,晶体,尺寸


























































温度计,碳管,填充,作为,特征








方法,混合,格式,说明,结果


数学,上海市,计算,组建,方法



































神经网络,压缩系数,节点,误差,训练
指数,压缩,神经网络,参数,预测
隔振,地基,具有,模量,效果
检测,损伤,岩石,技术,发展
衬砌,应力,系数,结构,集中
































































































多态性,基因型,人群,探讨,龋病




















反应,具有,染料,生色,溶剂






合金,热力学,成分,计算,温度










































土壤,重金属,污染,含量,工业区
牙根,清除,活性氧,幼苗,系统
有机酸,酒石酸,草酸,柠檬酸,缓解
尾矿,土壤,金属元素,含量,凤丹
三叶草,幼苗,增加,利用,生物量
车轴,叶片,含量,胁迫,低于
土壤,含量,结合态,形态,黑土
散布,鞘翅目,结籽,居群,结实率
叶片,含量,光头,生长,幼苗
叶片,活性氧,系统,含量,遭到
需求,提出,城市公园,规律,进行











数据,图像,方法,投影,体膜





函数,动态,方法,方程,特性



数值,玻璃,太阳能,热水器,模拟




工资,成本,治理,类型,研究
行业,高管,薪酬,特征,因素
盈余,管理,操控,活动,定向
操控,盈余,管理,项目,应计
企业,税率,资本,理论,行为
就业,职工收入,收入,职工,居民


公司,盈余,投资者,治理,机构
理论,模型,方法,应用,垄断






























































药物,胶束,具有,效果,大分子







转矩,方法,脉动,占空比,矢量
电流,得到,功率,电网,预测
预测,改进,模型,矢量,具有
电流,预测,模型,控制,进行
功率,控制,矢量,谐波,电流
矢量,功率,控制,基础,实验
定子,速度,预测,电流,控制
















实验,模式,能力,探索,化学
实验教学,化学,人才,取得,培养






































































































结果,方法,元素,模式,荧光





主观,心电图,检出率,对照组,因子



































































对照组,小鼠,游泳,缓解,砖茶





脉冲,增大,氧化,电源,硬度





































































目标,应急,问题,求解,应用
物流,企业,记分卡,方面,能力
成本,医疗,政府,市场,建立
轨道,初始,选优,航天器,分析法
漂移,轨道,地方,交点,提出
伤病员,灾害,应急,医院,时间
初始,轨道,速度,方法,确定
应急,提出,调度,方法,目标









































































































































类型,流感病毒,序列,墨西哥,血凝素

蛋白,表位,流感病毒,抗原,空间




心肌,成分,大鼠,影响,注射液



































测量,搜索算法,相关,进行,位移






继电器,结果,系统,软件,电磁












































































儿童,虐待,态度,方法,因素
压疮,医院,调研,预防,获得性
