















NMDAR,Hal,Cloz,SPD,NR2B,concentration,inhibited,receptor,effects,subunit

















La2O3,Ir,reaction,ethanol,ATRE,catalysts,hydrogen,Rh,supported,autothermal
HMI,NGF,myocytes,DADs,noninfarcted,myocardial,TA,left,Ctrl,myocardium
catalyst,nickel,CVD,CNTs,deactivation,inhibitors,situ,effects,additives,iron








血吸虫病,江西省,湖南省,观测点,感染率,阳性,家畜,血防,2012,8170
表达,CyPB,血吸虫,小鼠,Sj,cDNA,基因,重组,PCR,免疫
观测点,血吸虫病,家畜,江西省,血吸虫,湖南省,野粪,钉螺,感染率,阳性










































负阻,电流,器件,mA,谷值,峰值,电压,并联式,放大,负载电阻


退火,薄膜,初期,860,成核,温度,生长,先驱,尺寸,磁控溅射
GJB2,耳聋,突变,DNA,12SrRNA,A1555G,线粒体,67,150,235delC
突变,聋哑,235delC,检出率,194,GJB2,A1555G,学生,DNA,5.67%
耳聋,突变,DNA,A1555G,GJB2,线粒体,聋病,12SrDNA,神经性,分子

岛状瓣,头颈部,锁骨,动脉,制备,带蒂,供区,作一,应用,皮瓣
培养,反应器,细胞,接种,骨组织,旋转,形成,组织学,动态,干细胞
血管,珊瑚,结扎,支架,套入,末端,空白对照,动静脉,骨组织,组织学
许旺,神经,修复,缺损,桥接,坐骨神经,5cm,大鼠,肌肉,周围神经
下颌骨,TCP,缺损,节段,BMSCs,cm,修复,多孔,工程,对照组
nHAC,PLA,缺损,自体,BMSCs,颅骨,修复,复合,染色,细胞
珊瑚,抗压强度,孔隙,MPa,处理,消毒,表面,7.25,高温高压,天然


细胞膜,基质,骨髓,成骨,构建,培养皿,裸鼠,CT,体积,骨组织
poritos,defect,bone,mandibular,titanium,reticulum,mm,marrow,implantation,16
空泡,诱导,激光,纳米材料,可控性,生物医学,等离子,微电子,环境因素,产生


参数,模型,五维,鲁棒性,Goldbeter,ks,vd,昼夜节律,控制策略,果蝇






















LiFePO4,烧结,沉淀法,橄榄石,正极,放电,制备,容量,合成,LiOH














































AOD,低合金钢,智能,控制系统,精炼,过程,工艺,生产,应用,生产实践


leaching,NH,charge,soil,season,VC,PC,variable,permanent,paddy
application,ha,rates,vegetable,870,fertilizer,greenhouse,annual,522,input






















观测器,反电动势,位置,锁相环,IPMSM,转子,正交,传感器,采用,参数
转子,反电动势,IPMSM,位置,谐波,观测器,6k,观测,滤波器,适应
网侧,电解电容,谐波,输入,谐振,电流,LC,系统,电机,控制策略
网侧,电解电容,谐波,输入,谐振,电流,LC,系统,电机,控制策略
低速,电机,矢量,系统,磁链,异步电机,电压,定子,方法,性能
模型,预测,称重,扰动,传感器,曳引,失配,控制策略,速度,转矩
hexaazatriphenylene,HAT,derivative,bears,octyl,chains,designed,synthesized,photophysical,electrochemical
induced,intramolecular,hydrogen,bonding,helical,conformation,solvents,exist,arylamide,bridged








环境,EMBs,管理,因素,企业,综合,模型,概率模型,效应,用负
科技人才,绩效,评估,科技,指标体系,方法,运行机制,顺利进行,管理体制,研究
AMC,不良资产,拍卖,博弈,处置,定价,决策,模型,纳什,解析
产业,集群,再生,资源,区位商,模式,2007,三省,湖南,我国
物质,减量,投入,直接,分解,效应,指标,1990,2005,经济
EPR,情境,关键因素,最优,静态,因子,以及,影响,构建,博弈

集中处理,废物,环保部门,委托,斯蒂格,大连经济技术开发区,企业,企业化,道德风险,分析








频率,单频,干扰,采样,线性,计算,调频,可以,样本,Hz
单频,干扰,频率,50Hz,时延,振幅,计算,有效,估算,公式
围压,增加,温度,随着,纵横,岩石,增大,为例,随围,塔河
单频,干扰,函数,褶积,频率,余弦,相关,运算,估算,数据
流体,识别,因子,高灵敏度,灵敏度,Gassmann,Hiltermann,分析,结果表明,不同
反演,AVO,滤波器,粒子,模型,非线性,求解,利用,方法,观测
VSP,波场,延拓,偏移,叠前,单程,方程,精确,深度,方法
成像,速度,修正,偏移,射线,道集,方程,深度,路经,波动
储层,流体,碳酸盐岩,入射角,MEEI,阻抗,本文,响应,弹性,识别方法
衰减,频率,梯度,低频,分析,储层,时频,阴影,频谱,高精度
监测,波场,地震,时延,传播,井下,地面,特征,模拟,反射














optical,division,multiplexing,OFDM,modulation,keying,downlink,wavelength,network,data




































isotopic,144Nd,Sm,geological,mass,situ,materials,coupled,147Sm,data













Winfree,湍流,激发,消除,三维,时空,理论工作者,周期,波来,微扰
phase,wave,BOW,dimensional,extended,site,Coulomb,repulsion,diagram,increases
杂交稻,浙江省,水稻,组合,浙优,中浙,航恢,570,为原,章善庆
12,高产,甬优,象山县,晚稻,杂交,中迟,G364,强根,壮秆






















地下,圆形,连续,钢筋,工程,应力,变形,监测,深基坑,墙槽
盾构,施工,风险,事故,隧道,数据库系统,案例,功能,录入,信息
隧道,公路,预警系统,城市,预警,实地,收集,调研,运营,上海市
积体,块石,抗剪,石量,曲线,强度,法向应力,摩擦角,含石量,随含
泥化物,固化,泥岩,纤维,固化剂,巷道,抗裂,抗压强度,弹性模量,底板
工程,博弈,博弈论,地下工程,不确定性,减小,本文,隧道,风险,方在
钻头,反循环,参数,岩矿,形成,钻进,技术,结论,回归方程,研究
钻头,反循环,钻进,应用,直径,射流技术,实验,450,mm,为例
参数,钻头,反循环,岩矿心,结论,优选,回归方程,参考性,研究,喷孔
风险,开挖,方法,分析,施工,分析树,黄浦江,估价,结果表明,附加费
TSP,波速,围岩,类别,隧道,所测,预测,地震波,偏大,超前








































油酸,催化剂,酯化,活性炭,煤基,反应,制备,重氮盐,还原法,反应时间
Ni,纤维素,WO3,SBA,15,6.0,乙二醇,转化,结果表明,物种











格位,离子,晶体,YAG,V3,四面体,浓度,退火,颜色,不同



钛酸,基铁,铁电,研究进展,电性能,改性,挥发性,综述,掺杂,存储器
ZnO,films,Pa,Al,Argon,gas,pressure,2.5,power,nm
血吸虫,基因组,基因,宿主,测序,日本,血吸虫病,寄生虫,寄生,序列





















火焰,碳黑,辐射强度,光谱仪,单色,波长,扩散,体积,检测,逆变换

温度场,图像,采集,同步,多通道,计算,炉膛,软硬件,系统,实现

prove,equation,initial,data,belong,result,Cauchy,Kawahara,tu,xu































ciliate,abundance,phytoplankton,species,ind,pico,nano,geographical,Sea,investigated
species,mesozooplankton,spring,abundance,fall,food,Daya,Bay,Oithona,tenuis
carbon,fixation,Chl,SoM,phytoplankton,decreased,biomass,increased,primary,concentration
cells,phytoplankton,10,biomass,concentration,layer,Chl,DCM,micro,transact









COD,富营养化,TOC,水体,有机,水样,东湖,方程,污染,湖泊
腐蚀,酸值,20,Cr9Mo,碳钢,恒温,试验,白油,温度,环烷酸
镀层,电镀,均匀,电流效率,优良性,柠檬酸钠,盐浓度,温度,该法,乙二胺四乙酸
铜合金,化学镀,Ni,钝化,溶液,分数,合金,3.5%,NaCl,镀层
阳极,保护,地网,镁合金,模拟,土壤,运城地区,土质条件,11,A3
镀层,电位,不锈钢,腐蚀,测试表明,表面,化学镀,1Cr18NiTi,Ni,X射线














群落,杉木,细根,分解,速率,1mm,2mm,径级,差异,万木林
土壤,呼吸,变化,速率,10cm,0.05,生长期,显著,因子,油蒿
N2O,排放,土壤,研究,环境,热点问题,臭氧层,时空,重要,影响
细根,分解,mm,径级,滤管,杉木,样品,拟合,混合,研究

碳循环,生态系统,草地,研究,三大,碳库,凋落,通量,含碳,我国
微生物,碳源,生态系统,土壤,外源,增加,沉降,陆地,输入,固碳
MeV,UED,Time,resolved,ultra,fast,electron,diffraction,powerful,tool


optics,compact,storage,ring,mode,IBS,types,lattice,Compton,ray
ray,brightness,pulses,enabling,studies,applications,upgrade,Thomson,scattering,sources




































2.5,复合材料,编织,细观,模型,预测,分数,体积,纤维,结构
Ising,自旋,模拟,性质,对非,格点,系统,实验,掺杂,结果
























控制器,优化,交直流,遗传算法,模糊,系统,阻尼,输电,功率,参数


















































赝复,诊疗,颜面,远程,系统,数字化,NET,CAD,架构,病例









算法,对象,Topk,目标,属性,优化,移动,查询,效率,可视





Graves,HT,DA,治疗,抑郁,甲状腺,情绪,焦虑,TSH,血清
PMS,肝气,逆证,尿样,代谢,对照组,组学,经前,显著,逆证组

病历,情志,疾病,病证,情绪,阳性,506,发生率,致病,分层抽样






研究者,节段,左心室,人血,微球,全氟,注射剂,丙烷,白蛋白,评价





































control,algorithm,NCS,predictive,functional,proposed,controller,serial,communication,network






控制器,变流器,动态,无源性,响应速度,风电,系统,提高,跟踪,基于




DST,cardiac,day,allografts,days,proliferation,survival,cells,donor,apoptosis
proteins,acute,rejection,serum,protein,precursor,renal,samples,expressed,binding



载荷,最优,弓网,滑模,模糊,控制器,终端,系统,减弱,稳定性






H40,Phe,Boc,arm,length,PLysl,PLys2,amphiphilic,multiarm,copolymers















加密算法,加密,彩色图像,算法,安全性,本文,密钥,映射,数字,混沌




m2,通量,无纺布,13,0.5,污染,反应器,有机,次氯酸钠,形成
恶臭,照度,紫外,浓度,臭氧,H2S,NH3,辐射,速率,进口
填料,改性,生物膜,挂膜,氨氮,表面,亲水性,基团,提高,接触角
填料,改性,生物膜,提高,表面,去除率,氨氮,挂膜,除污,47.86%
沉淀池,去除率,滤池,浊度,回用,处理工艺,城市污水,COD,60%,85%
水池,降雨,设计,可为,用水,雨水,模型,雨洪,提供数据,计算
实验教学,人才培养,创新型,教学,建设,软件,课程体系,实验,实验课,平台
实验教学,改革方案,主动性,产学,生物,学生,环境,能力,创新性,实践证明

污泥,厌氧,处理厂,污水,消化,工艺,108,大型,我国,北方













马铃薯,病毒,检出率,PVY,PLRV,PVX,PVS,PVA,PSTVd,检测






























events,error,accumulated,BES,experiment,March,April,14,2009,determined
events,collected,BES,detector,BEPC,June,12,July,28,2009



















降雨,侵蚀,模型,计算,适用性,算法,简便,地域,经典,基准值
有机质,土壤,快速,监测,碳库,测试方法,近红外,无损,土壤肥力,费时
土壤,容重,区域,流失,参考,强度,现行标准,指标,时应,土壤侵蚀
含水量,有机质,400,300,土壤,预测,模型,nm,红壤,PLSR
算法,降雨,该区,侵蚀,一致性,简便,经典,评价,雨量站,相对误差
渗漏水,含量,Olsen,农田,水田,土壤,hm2,显著,速效,菜地
旱地,碳库,驻留,分解,天然林,土壤,土壤有机,缓效性,活性碳,有机
栅格,土壤,面积,类型,矢量图,km2,最小,矢量,变小,分类
可蚀性,采样,变异性,流域,空间,密度,评价,土壤,为例,EPIC
synoptic,disturbances,peak,El,Nin,summer,surface,aerological,observations,Xisha
temperature,inertial,oscillations,South,China,Sea,buoys,current,salinity,Typhoon



robot,system,uncertainty,3D,nonlinear,features,fly,localization,developed,mobile





收口,CAE,工艺,设计,CAD,模拟,智能,有限元,集成,分析
特征,工艺,体类,回转,成形,零件,推理,基于,知识,应用
之差,工艺,棒料,制坯,毛坯,该种,弯曲,有限元,DEFORM,下模
知识,成形,精密,模具设计,设计,具体,模块,事例,回转,有效性


土壤,物理性质,cm,土层,纯林,60,华山松,灌丛,红桦,坡脚
mm,覆盖度,草地,径流,流域,造林,减少,针叶林,阔叶林,10%
草地,流域面积,土地利用,流域,梯田,径流,柔远川,50%,坡耕地,覆盖度



少脉,mm,持水,椴林,落叶松,辽东,枯落物,毛管,华北,土层









CIB,myc,表达,真核,pCMV,载体,序列,转染,蛋白,NIH3T3


生物学,教学,神经,学生,课程体系,实践,教学方式,有利于,学为,教为





体质,气虚,学龄前,儿童,男童,性别,内热,分型,女童,夹杂
对照组,缺课,试验,身高,0.05,质量,天数,增加,体质,食养






凋亡,Na2SeO3,HeLa,Ca2,ROS,细胞,诱导,流式细胞,浓度,分别





开发,保护,伯明翰,城市,街区,老城,实践经验,借鉴,意图,衰退
旅游业,旅游,国民收入,分配,初次,16%,从业者,湖南,格局,失衡












DNA,单胞菌,铜绿,噬菌体,基因组,条件,PaP3,噬斑,PA3,感受态





肉碱,左旋,精子,治疗,妊娠,对照组,女方,少弱,中前,总数


错构瘤,消融,微波,腹腔镜,手术,并发症,min,治疗,患者,消融术













碳酸钙,文石,结晶,矿化,晶体,体外,ACCBP,位点,乙酰胆碱,多肽
rACCBP,MC3T3,E1,成骨细胞,细胞系,真核,0.001,DMEM,培养液,ALP

contact,process,walking,passive,testing,analysis,experimental,system,measuring,feet












































收率,半胱氨酸,制得,药福多,司坦,91%,1H,NMR,IR,该法
小球藻,培养,糖苷酶,pH,值为,活性,初始,接种,葡萄,条件
糖苷酶,提取物,10,活性,葡萄,抑制,盐生,IC50,植物,新疆
糖蛋白,kDa,纯化,牡蛎,组分,柱层析,分离,凝胶电泳,葡聚糖,DEAE
丹参酮,活性,血凝,代谢,丹参,MS,体外,提取物,匀浆,HPLC





















































病例,H5N1,医学观察,病死,2005,PCR,孕妇,发病,密切接触,肺炎





IL,PBMC,LPS,紫草,多糖,TNF,18R,活化,10,18





































康复,治疗,Fugl,Meyer,热补,针刺,康复训练,脑卒中,神经功能,结合
指纹,色谱,图谱,冻干粉,注射用,复方,中间体,制剂,药材,检测
559,恢复系,籼稻,不育,杂交,优良,广谱性,组合,特优,测鉴法
BAFF,通路,信号,非洲,14,基因,进行,分析,相关,EST
指纹,图谱,金莲花,药材,色谱,HPLC,mm,相似,评价,乙腈
UPLC,红花菜豆,mm,0.999,RSD,苏木,方法,乙腈,云实皮,中二氢
位点,遗传,PSS,家系,三亚,PII,PSI,个家系,多样性,分离























porous,P4VP,films,Ag,reported,interfacial,assembly,regularly,layered,poly










中华鲟,性腺,发育,养殖,鲜鱼,鲜活,成熟,IV,人工繁殖,添加
MPP,GLP,bw,IL,小鼠,辐射,因子,0.025,30,DNA

cm,RC,叶尖,Fv,叶片,荧光,展叶,30,Fo,过程
NADP,C4,蛋白,结构,蛋白质,结构域,玉米,等电点,二级,同源性

PEPC,玉米,蛋白,结构,蛋白质,进化树,结构域,连接酶,等电点,二级



部位,研究,华大基因,加四,12,DNA,甲基化,以猪,Susscrofa,猪种















有机酸,大豆,分子量,难溶态,态磷,Ca2,无机,可溶,柠檬酸,草酸
大豆,苹果酸,无机,柠檬酸,草酸,降低,含量,有机酸,增加,Ca2
有机,土壤,含量,显著,轻组,全氮,农田,碳库,有机质,游离态
大豆,氮磷,胁迫,缺磷,根系,吸收,磷素,根瘤,含量,增加
大豆,根长,胁迫,缺磷,显著,1.0,mm,表面积,利用效率,吸收
粒径,1cm,0.25,mm,土壤,N2O,冻结,排放,通量,融化


Ag,bipy,interactions,chains,layers,title,compound,carboxyarylphosphonate,H2BCP,2H2O

Pb,compound,dimensional,transition,phen,C6H4,CH2PO3,BCP,Compound,crystallizes



























大鼠,Dox,GCIP,27,左心室,心脏,氯沙坦,质量,心力衰竭,30
对照组,柴郁排,石散,治疗,胆管,临床,结石,45,有效率,两组





湍流,通量,大风,风速,能量,过境,数值,过程,大于,影响
边界层,高原,大气,规律,青藏高原,演变,高度,1998,TibetPlateauExperiment,TIPEX
涂层,扩散系数,液体,降解,速率,常数,有害,扩散,精确,醇酸
城市,城市热岛,模拟,评述,研究,城市气候,边界层,能量,平衡,模式
边界层,下垫面,白洋淀,湿地,水面,温湿度,上空,探空,陆地,观测
Eu,Tb,发射光谱,发光,Ce,Eu3,玻璃,白光,红光,样品
pixel,目标,128,信噪比,非对称,噪声,图像,方法,函数,改进
sensor,methane,film,sensitivity,LPFG,SAN,cryptophane,thickness,resonant,wavelength
仿人,智能,图式,动觉,基于,控制,图式理论,流变,通用性,悬架





Gauss,积分,嵌套,随机,延时,配置,计算精度,建模,网格,稀疏














幼苗,三裂,蟛蜞菊,萌发,生长,提取液,百喜草,胚根,牙根,种子
心肌,T1,T2,T3,T4,术后,对照组,参附,24,参附组
牛粪,测定,硫酸,处理,对照组,4.5,mol,20,500,粪样
株系,晚疫病,基因,poPAL,poACS,表达,野生型,诱导,马铃薯,转基因
文献检索,雌黄,药理,综述,开发利用,参考,临床,深入,成分,依据
SOD,MDA,LPS,内毒素,剂量,活性,升高,对照组,仔鸡,随攻
高湿,性状,平均,高温,夏季,马蹄莲,较能,花径,对烂,球率
选育,系谱法,混合,聊城市,85,308,64,Mo17,80,26









种子,层积,山楂,GA3,SOD,活性,处理,ABA,CAT,POD
POD,耐旱性,MDA,南蛇藤,叶底,卫矛,根系,腿子,活性,半夏
叶绿素,萎蔫,卫矛,干旱,半夏,南蛇藤,叶底,栓翅,含量,腿子
生根,插穗,外源,NAA,ABT,200,激素,半夏,效果,类型




干旱,果实,枸杞,宁夏,胁迫,积累,果糖,糖分,转化酶,蔗糖







种群,遗传,大田,多样性,位点,保护,坡鹿,26,甘什岭,单态


防效,杂草,玉米,鲜重,田间试验,幅度,15%,硝草,悬剂,叶期
骨骸,塑化,古尸,保存,身高,55,鉴定,东莞市,两具,年龄






communications,computing,wireless,convergence,technology,creating,demands,opportunities,ubiquitous,mobile

图谱,知识,构建,学科知识,领域,准确率,步法,方法,语义,三元组











非球面,拼接,孔径,检测,零位,口径,面形,补偿,误差,干涉






IgG,HepG2,注射剂,promoter,致敏性,细胞,样品,致敏原,80,中致
毒性,附子,草乌,炮制,毒效,白附片,黑顺片,LD50,乌头,观察
CYP,2E1,mRNA,诱导,表达,菠萝,蛋白,3A11,灌胃,叶酚






孔隙率,泡沫,电解液,制备,喷射,沉积,电流密度,工艺,多孔结构,金属
涂层,重熔,激光,喷涂,氧化,性能,TiAl,MCrAlY,Al,高温
涂层,陶瓷,冲蚀,纳米,常规,显微结构,层状,Al2O3,13%,TiO2
枝晶,射流,阳极,沉积,分形,生长,对点,模拟,电解池,速度
NiCoCrAl,Y2O3,氧化,涂层,形貌,等离子,制备,高温,工艺,表面
coatings,average,nickel,density,pulse,jet,electrodeposition,current,grain,size
涂层,显微,重熔,喷涂,等离子,纳米,致密,硬度,激光,摩擦
涂层,重熔,激光,喷涂,等离子,陶瓷,孔隙率,表面,TC4,Al2O3
涂层,热障,重熔,喷涂,等离子,腐蚀,激光,腐蚀性,熔融,工艺
CT,间质,危险性,病灶,中度,胃肠,表现,生长,GIST,53
MRI,乳腺,后处理,病灶,诊断,动态,30,减影,斜率,检查
CT,胰腺,实性,征象,肿瘤,SPT,囊性,强化,钙化,螺旋
NACC,tumors,imaging,patients,local,reviewed,cervical,lymphadenopathy,10,MRI






腮腺,颈部,Castleman,影像学,检查,10,CT,MRI,MRA,治疗
dextran,SPIONP,注射,葡聚糖,SPlONP,共沉淀,间质,剂量,检测时间,制备

皮瓣,缺损,修复,游离,组织,背阔,胸大肌,颌面,口腔,移植
舌癌,皮瓣,复发,全喉,切除,患者,分析,晚期,35,例为
