

























层序,体系,沉积,页岩,地层学,高位,露头,平面,基本原理,边缘
页岩,成藏,体系,特征,战略,划分,层系,残留,气量,川南
体积,页岩,含量,黔北,中孔,宏孔,地区,系统,特征,分布
页岩,分析,黑色,沉积,志留系,东南地区,特征,控制,研究,龙马
裂缝,断裂,发育,体系,页岩,构造,走向,地区,褶皱,断裂带
天然气,特征,混合,油型,勘探,为主,进行,成因,分布,混合气
页岩,煤层气,形成,共性,平原,开发,两者,裂隙,孔隙,封闭性
页岩,上升,洋流,海平面,活动,环境,特征,热液,发育,地区
页岩,盆地,含量,塔里木盆地,矿物,裂缝,西北地区,有机,分布,厚度
地层,古生界,油气,流体,矿化度,运动,塔里木盆地,分隔,运移,垂向
血清,人群,调查,感染,浙江省,检测,抗体,浙中,阳性率,存在
肺癌,易感性,基因型,多态性,吸烟,基因,采用,增加,因素,男性
乙脑,珠海,地区,病毒,进行,蚊媒,鉴定,技术,携带,方法



















吡虫啉,免疫,抗体,建立,溪河,吡虫,免疫吸附,地下水,重庆市,地表水
因子,指标体系,评价,指标,计算方法,性能,综合,出水,监管部门,特点
细菌,发光,悬液,冷藏,牛奶,脱脂,活性,稳定性,生物,灵敏度











利用,岩溶,沉积,环境,胞外,生长,水体,影响,无机,单生

岩溶,系统,强度,水化学,土壤,土地利用,覆盖,动态,有着,指标
群落,物种,原生,卧龙,次生林,板寨,利用,优势,结果表明,干扰
泉水,灯盏,季节性,同位素,岩溶,变化,组成,土壤有机,控制,石膏
地球化学,环境,发展,研究,内容,方面,问题,中国,进展,包括













激光,信号,冲击波,密度,能量,声波,皮肤,方法,治疗,疾病
建筑物,进行,分析,基坑,深基坑,邻近,研究,全过程,数值,模拟
施工,沉降,要求,相邻,桥墩,满足,运营,研究,监测,礼门
工程,管理,运用,事故,技术,推理,辅助,提供,因变量,发生
模式,应用,项目,交付,传统,阶段,建筑,研究,信息,存在
管线,盾构,位移,注浆,施工,影响,压力,推进力,刀盘,软件
施工,沉降,地铁,桥墩,车站,分析,运营,基坑,号线,研究

管线,位移,开挖,影响,研究,施工,武汉,效应,长江,隧道




涂膜,改性,进行,用量,亲水,溶液,接枝,采用,水性,环氧
超强,引入,样品,表征,进行,结果表明,晶体生长,结构,结果显示,顺磁性
结果表明,循环,性能,电极,充放电,电容,进行,表征,制备,研究
电化学,结果表明,放电,微波,制备,进行,形貌,电子显微镜,微观,表征
铁氧体,掺杂,样品,低温,磁性,熔盐,得到,才能,进行,研究
薄膜,性能,焙烧,制备,结构,晶型,结果表明,粒径,晶体生长,填充
磁性,基质,衍射,含量,结构,焙烧,结果表明,引入,晶相,出现



























民族,葡萄,活性,药材,筛选,进行,糖苷酶,猕猴桃,方法,采用
活性,葡萄,糖苷酶,筛选,部位,研究,进行,抑制,得到,化合物










绝缘子,试验,放电,路径,长串,过程,进行,布置,模拟,总体









患者,观察,伤情,采用,作为,对照组,急性,差异,激素水平,垂体
方法,治疗,急诊,烟雾,血管,血型,双侧,特征,临床,病患者
缺损,材料,修复,复合,支架,染色,骨密度,检查,影像学,成骨














分子筛,晶体,合成,模板,氧化硅,孔型,结构,类型,研究,方向


风险,行业,系统,股票市场,存在,时间,分解,趋势,利用,中国
投入,科技,产业,经费,经济,分析,进行,增长,佐证,加大
创业板,市场,效率,企业,香港,提前,上市,定价,鉴证,功能
延期,风险投资,投资者,理论,结合,建立,灵活性,期权,讨论,相应
风险,识别,创业,企业,模型,过程,成长,特点,提出,静态
折价,市场,原因,研究,股市,股票,投资者,中国,进行,结合
合约,风险,创业投资,报酬,模型,理论,代理,类似,标准,约束
风险投资,声誉,作用,研究,机制,企业,影响,风险,提供,具有
权证,市场,发展,杠杆,制度,工具,效率,约束,特性,性能
政策,企业,支持,科技型,视角,内容,进行,解读,成长,不够




病毒,检测,气管,合成,引物,杂交,核酸,结果表明,基因,标记
有机肥,活化,施用,含量,烟叶,烤烟,提高,结果表明,试验,总糖
胡萝卜素,烟叶,饼肥,含量,发育,组分,时期,处理,香叶,大马
序列,孢子,进行,扩增,阳性,测得,分支,测定,选取,技术
白粉病,小麦,进行,小穗数,使用,性状,农艺,对抗,鉴定,培育出
光合,变化,午休,原因,土壤水分,过程,因素,气孔,光合作用,测定


学科,建设,重点学科,分子生物学,生物化学,医学院,管理制度,培养,实施,人才


















































提前,光照,小鼠,视网膜,免疫,网层,接受,表达,近视,细胞



















氢氧化镍,样品,密度,充放电,结构,薄片,放电,粉体,浓度,氨水









鱼鳞,考察,条件,草鱼,温度,因素,质量,水解,分子,蛋白酶

效果,小鼠,蛋白,含量,补锌,结果表明,观察,材料,优于,血清
效果,柿子,过氧化,聚合度,能力,组分,小鼠,含量,方法,清除
现场,缓蚀剂,无毒,油气田,致死,化学剂,剂量,毒性,采用,小鼠











端帽,模型,力学,刚性杆,铰接,空腔,直径,发电,计算,增大


机制,机器人,击鼓,重构,原理,传花,中多,启发,共享,信道






















团粒结构,土壤,改良,碱化,研究,化学,结果表明,对比,进行,中度






吸引,粘弹性,自治,具有,指数,时间,任意,有界,受迫,边界条件
吸引,具有,系统生成,格点,方程,存在,证明,噪音,随机集




















暴露,联合,趋势,实验,添加剂,染毒,土壤,香味,赤子,可能
监测,传染病,留学生,体检,进行,人员,管理,外籍,外教,接受
感染性,轮状病毒,海水,海域,具有,进行,细胞培养,定量,病毒,导致
病毒,浴场,月份,方法,表层,脊髓灰质炎,星状,轮状病毒,检出率,超滤
化合物,效应,斑马鱼,染色体,研究,损伤,程度,微核,氧基,乙酰
毒性,作用,胚胎,斑马鱼,增强,发育,畸形,死亡,毒物,参与



















应对,生活,中学生,方式,事件,因子,关系,症状,问卷,消极
耗时,认知,负荷,进行,脑力,分析,测验,活动,方法,字色
产后,分娩,应激,生活,事件,暴露,因素,延迟,分析,启动
农民工,建筑工地,方法,发生,发生率,合肥,中铁,婚姻状况,地区,咬伤
位点,发病,差异,方法,对照组,病例,结果,分析,利用,影响










提高,研究,基质,影响,植物,盆栽,宿主,壤土,体积,建立
根系,细胞膜,活性,分泌,油菜,植株,缺磷,条件,处理,升高
含量,表达,转运,水稻,叶部,分析,可溶性,提高,生物,分配







豆胶,胶粘剂,制备,木材,传统,具有,工艺,豆粕,得到,高强度
大豆,胶粘剂,木材,开发,世纪,提出,理论,方法,关键性,应用










暂态,方法,广域,轨迹,动态,模型,正确性,控制措施,测量,协调
台风,电网,海南,登陆,调度,原则,运行,提出,处理,影响
电网,受灾,湖南,设计,湖南省,调研,线路,需要,原因,总结
绝缘子,积聚,电导率,影响,电荷,输电,表面,电场,直流,线路
直流,电导率,绝缘子,电场,分布,表面,研究,输电,绝缘,控制

电流,短路,测量,系统,试验,大容量,标准,国际,难题,溯源
空间电荷,油纸,材料,直流,设备,绝缘,极性,场强,高压,应用
冲击,间隙,海拔,操作,放电,电压,杆塔,距离,雷电,校正
模型,铁心,试样,磁性,应用,空载,电流,研究,反复,损耗








绝缘子,影响,金具,变电站,电场,表面,分布,降噪,防晕,压环
电场,线路,特高压,方法,跨越,采用,计算,工程,电荷,分布
绝缘子,特性,研究,海拔,损坏,导致,天气,输电,进行,变电站



绝缘子,电场,试验,分布,零值,结果,劣化,出现,下降,检测

追踪,路径,射线,计算,方法,介质,走时,接收点,理论,炮点
数据,算法,系统,实现,剖面,宽频,方法,特点,合成,任务
构造,相干,地震,地层,追踪,算法,计算,进行,合成,求导
强度,地基,评估,评价,工程,测试,进行,利用,应用,岩土
研究,图像,进行,技术,目标,特征,总结,设计,北京,勘察
分离,差异,进行,转换,识别,波场,存在,入射波,滤波,入射
方法,水准测量,了用,分析,大地,精度,转换,水准,地区,模型







汽车,发展,工业,公司,指出,做出,情况,贡献,发挥,历程


排样,问题,算法,搜索,优化,搜索算法,评价,水平线,求解,得到



含量,酿酒,葡萄,范围,品种,总量,灰雷,特征,相关,成分
植物,电信号,方法,构成,系统,监测,原理,详细描述,PC机,获取
方法,育种,评判,综合,农业,作物,过程,分析,品质,农产品
含量,酿酒,有机酸,葡萄,红葡萄,苹果酸,测定,技术,液相,色谱
移栽,轨迹,机械手,规划,执行器,升降,利用,设计,样机,完成

试验,抗旱,密度,增产,综合,节水,要求,技术,采用,田间

手术,复发性,鼻窦炎,内镜,鼻息肉,治疗,复查,综合,定期,疗效




富氧膜,乳液,制备,硅橡胶,溶剂型,渗透,速率,性能,富氧,分离


动态,成膜,研究,过程,现状,复合膜,分析,具有,阐述,重点

硅橡胶,底膜,浓度,超滤,速度,制得,需要,进行,结构,种类
采用,复合,分离,污染,可制,聚合,酰氯,支撑,性能,亲水性


线路,输电,性能,绕击,地形,分析,耐雷,杆塔,走廊,原因
绝缘子,特性,通道,高压,试验,并联,昆明,距离,接地,干弧
过电压,系统,采集,绝缘,监测,原因,分析,波形,分压器,变频
并联,间隙,绝缘子,特性,闪络,冲击,雷电,配合,间距,昆明
运动,间隙,电弧,试验,并联,过程,绝缘子,装置,疏导,分析
冲击,计算,接地,空间,散流,土壤,特性,过程,电磁场,动态
创新型,人才,素质,相关,研究,国家,思维,规划,理论,模型
知识,供应链,博弈,流失,利益,建立,模型,角度,决策,核心
本体,概念,计算方法,相似,语义,进行,提出,应用,实验,算法
知识,服务,模型,方法,求解,选择,供应链,用户,目标,需求
市场,情绪,上市,政府,形成,发行,新股,波动,价格,过度





元素,浸出,氧化,影响,活性,典型,结构,群落,过量,形成






颗粒,研究,浓度,形成,过程,温度,数值,数量,中亚,质量






免疫,猪瘟,疫苗,剂量,活性,提高,仔猪,研究,生长,商品猪

序列,引物,核苷酸,样品,相应,阳性,获得,筛选,含有,应用



线粒体,高糖,活性,腹膜,抑制,功能,检测,表达,细胞,呼吸
















组氨酸,甜瓜,突变体,致病性,合成,西瓜,基因,烟草,突变,缺陷
基因,突变体,致病性,相关,菌株,生物,菌毛,筛选,文库,合成












拉西,急性,精神分裂症,发作,疗效,治疗,血清,泌乳素,有效率,方法
治疗,妊娠,患者,血清,异位,超声,介入,剂量,进行,副反应



新疆,人群,分析,文章,新疆阿勒泰地区,进行,分型,过程,识别,景区





葡萄,贮藏,冰温,结合,增加,提高,含量,品质,强度,抑制
诱导,胚尖,大豆,时间,浸种,基因型,研究,合丰,再生,外植体



表达,基因,软化,作用,采收,硬度,乙烯,结果表明,泰山,释放
表达,红肉,蛋白,转录,苹果,基因,因子,进行,新疆,序列
新疆,苹果,保护,遗传,天山山脉,构建,伊犁,包括,中国,利用
香气,品种,成分,质量,分数,总量,质谱,萃取,联用,技术
遗传,群体,分析,遗传变异,选育,伊犁,生物学,品质,授粉,产量













绝缘,装置,氮化,激光,电力,超导,基片,影响,导热,切割
系统,功率,冷却,磁体,储能,监控,故障,机端,发电机,引起

磁体,损耗,能量,超导,分析,功率,交换,高温,稳态,运行
控制,装置,平台,模型,实验,功率,电网,信号,建模,暂态











硅素,吸收,阶段,积累,产量,速率,相关,硅肥,水稻,时期
品种,方式,栽培,直播,缩短,水稻,苏南,产量,机插,类型
物质,光合,稻株,连孔,积累,栽插,水稻,群体,二连,生产
方式,类型,品种,粳稻,全生育期,栽培,抛秧,产量,缩短,中熟
氮量,土壤,水稻,处理,产量,增加,氮肥,植株,物质,利用效率
群体,生育,超级稻,氮肥,生产力,积累,叶面积,支撑,穗数,株型
群体,水稻,物质,有序,生产,摆栽,生理,生态,特征,产量
物质,光合,产量,生理,分蘖,生态,形成,茎鞘,高产稳产,基础
品质,稻米,氮肥,利用率,超级稻,营养,地力,高地,对应,水平
枝梗,粳稻,群体,产量,杂交,颖花,试验,库容量,粒数,结实率
挥发,水稻,氮量,增加,黏土,氮素,土壤,损失量,砂土,产量





效应,方面,优势,临床,研究,分析,电介质,知识,物理,基本









氮肥,后移,提高,物质,吐丝,增加,产量,部分,模式,积累

小麦,群体,提取,模型,具有,图像,估测,水平,分析,数字图像
生物量,旱稻,叶面积,结果,进行,产量,模型模拟,模拟,包括,速率
冠层,高密度,光合,造成,不合理,群体,合理,说明,密度,处理











































动物,感染,活疫苗,实验,免疫,进行,检测,程度,病理,抑制

细胞,病变,血清,中和,免疫,接种,作用,病毒,保护,疫苗
荧光,转基因,小鼠,绿色,红色,组织,器官,建立,活体,表达
转基因,小鼠,基因,心肌病,建立,表达,病理,显示,检测,容积
表达,检测,基因,荧光素酶,结果,载体,调控,位点,作用,小鼠



收入,生育率,曲线,家庭收入,水平,生育,经济学,分析,基础,研究
排放,居民消费,部门,上海市,结构,产生,消费,分解,模型,增加
老人,费用,参保,医疗,年龄,趋势,高龄,老年人,良性,体系
能源,强度,排放,分解,能源消耗,下降,排放量,消费,交通,上海市
发展,系统,持续性,复合,理论,支撑,人才,研究,山西,分析
系统,人才,支撑,发展,复合,理论,研究,山西,协调性,区域
地区,长三角,作用,关系,模型,上海,构筑,数据,面板,运用
城市,产业,集聚,规模,排放,效应,城市化,扩张,进程,节能
北京,人口,直到,少见,规模,下过,首屈,城市,全国,没有
进程,人类,改变,影响,因素,交织,结构,特征,构成,危机

纹理,合成,算法,图像,细节,特征,通道,全局,信息,优化
电容器,电解液,电极,分数,电层,双电层,纤维,活性炭,真空度,条件
石墨,活性炭,进行,脱附,粉末,化度,采用,样品,伏安,结构
氧化,试剂,芬顿,废水,乳化液,湿式,表观,质量,过程,效果显著

电容,活性炭,改性,电化学,构成,研究,材料,方法,热解,性能
微球,进行,具有,锐钛矿,评价,辅助剂,凝胶,吸附,表面积,活性剂
再生,研究,废水,生物,活性炭,纤维,冲洗,采用,效果,恢复
改性,电化学,电容,下降,材料,高温,解法,表面积,电容器,活性炭


权益,资本,成本,环境,程度,制度,发育,控制,相关,基础
债务,结构,效应,终极,控制,偏离,股东,公司,期限,所有权
交流,信息,影响,家乡,偏误,比例,A股,注册地,四川,存在
公司,现金,持有,治理,股东,经验,独立,董事会,持股,证据
参与,家庭,研究,金融市场,市场,金融,几率,水平,因素,差异
现金,股利,终极,控制,股东,掏空,水平,支付,现金流量,作为
控制,股东,终极,环境,法律,结构,银行借款,融资,总资产,比重
终极,债务,结构,水平,控制,控制权,现金流量,股东,所有权,公司
收益率,存在,发帖量,信息,关系,溢出,波动,股票论坛,提高,效应
信息,分析师,经验,市场,权益,意见分歧,成本,资本,对称,降低
董事长,助长,诉求,政治,可能性,增加,可能,股东,损害,政府







转换,波长,光纤,进行,实验,信号,效应,激光器,大功率,光源
光纤,设计,系数,色散,四阶,双泵,获得,计算,模拟,进行






传感器,网络,算法,相关,陆地,特点,时间,指出,研究进展,问题
系统,无线,传感器,应用,进行,采集,网络,数据,网络应用,研究


















组织细胞,细胞,外套膜,组织,培养,椭圆形,增殖,形态,生长,采用
群体,象山港,海州湾,辽东湾,遗传,同工酶,分化,毛蚶,位点,观测
位点,鱼类,汇聚,水域,养殖,江苏,相似性,单元,显示,系数
检验,位点,群体,太湖,进行,长江,频率,显著性,差异,采用
生长激素,基因,经济,注射,获得,序列,生长,构件,降低,改造






电磁,观测,地震,粒子,搭载,介绍,系统,分析仪,高能,计划
电磁,地震,记录,信号,发生,数据,地震台,监测,电场,时刻

地壳,边缘,青藏高原,电阻率,黏滞度,地块,四川,总体,断层,抬升











细胞,血清,胃癌,含药,形成,应用,方法,拆方,考察,浓度
小鼠,造血,集落,含量,保护,机体,系统,成分,阿胶,单位
蛋白质,纯化,样品,包涵,表达,重组,凋亡,表明,达到,研究
表达,蛋白,活性,凋亡,序列,融合,构建,检测,诱导,具有
下丘脑,大鼠,线粒体,模型,损伤,水平,改善,调更,去势,微观
细胞,补骨脂,蛇床子,血清,配伍,检测,比例,结节,矿化,含药




基体,电子显微镜,改善,进行,组织,微结构,得以,实验,研究,样品

污染物,研究,表达,胁迫,方法,进行,蛋白,单胞菌,产碱,降解
河道,水质,综合,整治,强化,方案,净化,水体,调活,治理
曝气,系统,渐减,间歇,效果,优势,种群,水质,变化,常规
培养,生物,臭气,表面,污染物,群落,得到,生物膜,填料,优势
生态,效果,浮床,净化,人工,条件,水质,水体,去除率,静态
